OBJECTID,SHAPE_Area,SHAPE_Leng,WADMKC,WADMKK,WADMPR,mean,month,var,year
220,0.0131496583772,0.641894318181,Cisewu,Garut,Jawa Barat,21.49685662587487,1,tmean_c,2023
223,0.0141322512659,0.665266503991,Cisompet,Garut,Jawa Barat,23.851515518165485,1,tmean_c,2023
224,0.00750923336275,0.439466170018,Cisurupan,Garut,Jawa Barat,18.68425957745058,1,tmean_c,2023
249,0.00245941913595,0.384481696202,Garut Kota,Garut,Jawa Barat,21.116798921810716,1,tmean_c,2023
299,0.0031484713815,0.298128997356,Kadungora,Garut,Jawa Barat,21.634386959083034,1,tmean_c,2023
314,0.00433984366237,0.307214204406,Karangpawitan,Garut,Jawa Barat,21.276153289821654,1,tmean_c,2023
317,0.00251785268648,0.225458478591,Karangtengah,Garut,Jawa Barat,21.202998938611756,1,tmean_c,2023
332,0.00199121169243,0.279712115836,Kersamanah,Garut,Jawa Barat,21.2045554927767,1,tmean_c,2023
356,0.00577596704376,0.469132088729,Leles,Garut,Jawa Barat,20.80937239584933,1,tmean_c,2023
365,0.00193521890584,0.331001480214,Leuwigoong,Garut,Jawa Barat,21.445151314528403,1,tmean_c,2023
381,0.00852173195363,0.49052935546,Malangbong,Garut,Jawa Barat,21.450834432236977,1,tmean_c,2023
396,0.00353988874243,0.333146337727,Mekarmukti,Garut,Jawa Barat,23.76936581109163,1,tmean_c,2023
420,0.0156765180059,0.80860228674,Pakenjeng,Garut,Jawa Barat,22.32734437637097,1,tmean_c,2023
428,0.00387713859664,0.3636260503,Pameungpeuk,Garut,Jawa Barat,24.961774875271715,1,tmean_c,2023
430,0.0104450021215,0.550010293389,Pamulihan,Garut,Jawa Barat,19.88240793917018,1,tmean_c,2023
438,0.00167772427629,0.334748194815,Pangatikan,Garut,Jawa Barat,21.2641154750701,1,tmean_c,2023
461,0.00451259005747,0.412668753736,Pasirwangi,Garut,Jawa Barat,18.215821439027096,1,tmean_c,2023
468,0.00456345295184,0.300907189797,Peundeuy,Garut,Jawa Barat,23.477114546665874,1,tmean_c,2023
506,0.0046456155587,0.434772276231,Samarang,Garut,Jawa Barat,19.24198410614852,1,tmean_c,2023
510,0.0029067808153,0.400490095756,Selaawi,Garut,Jawa Barat,22.05264291809919,1,tmean_c,2023
524,0.00431435996945,0.335034623681,Singajaya,Garut,Jawa Barat,22.061552448536425,1,tmean_c,2023
533,0.00258570591084,0.295153888781,Sucinaraja,Garut,Jawa Barat,21.284921104502725,1,tmean_c,2023
554,0.00267409968887,0.333443854312,Sukaresmi,Garut,Jawa Barat,18.45711017252514,1,tmean_c,2023
562,0.00303365528774,0.30755174976,Sukawening,Garut,Jawa Barat,21.271396469070957,1,tmean_c,2023
578,0.00895694247179,0.535401365841,Talegong,Garut,Jawa Barat,19.21395118547396,1,tmean_c,2023
597,0.00423073509134,0.296157460258,Tarogong Kaler,Garut,Jawa Barat,20.35018219896545,1,tmean_c,2023
598,0.00160665653325,0.256536759548,Tarogong Kidul,Garut,Jawa Barat,21.012582376951855,1,tmean_c,2023
621,0.00185013551746,0.317929292318,Wanaraja,Garut,Jawa Barat,21.27508510981903,1,tmean_c,2023
29,0.00994920128902,0.498717502599,Banjarwangi,Garut,Jawa Barat,20.839610136840005,2,tmean_c,2023
34,0.00387701787238,0.466619020777,Banyuresmi,Garut,Jawa Barat,20.837290722377737,2,tmean_c,2023
41,0.00377332165161,0.323563001001,Bayongbong,Garut,Jawa Barat,19.62554119889961,2,tmean_c,2023
69,0.0138913839324,0.896048780705,Bungbulang,Garut,Jawa Barat,22.506062046976812,2,tmean_c,2023
79,0.0093655059389,0.664791293249,Caringin,Garut,Jawa Barat,24.230213318173867,2,tmean_c,2023
93,0.0176866755796,0.734655704781,Cibalong,Garut,Jawa Barat,24.608659291006493,2,tmean_c,2023
96,0.0031259061506,0.356240171341,Cibatu,Garut,Jawa Barat,20.990147420395466,2,tmean_c,2023
110,0.00174291448018,0.226564261522,Cibiuk,Garut,Jawa Barat,21.052297182644114,2,tmean_c,2023
130,0.00272391026561,0.259079402271,Cigedug,Garut,Jawa Barat,19.26168982642038,2,tmean_c,2023
138,0.00447076701275,0.328957296726,Cihurip,Garut,Jawa Barat,22.35595851467758,2,tmean_c,2023
145,0.00877105191672,0.733471298424,Cikajang,Garut,Jawa Barat,20.41442337519914,2,tmean_c,2023
160,0.0144442726556,0.646888090051,Cikelet,Garut,Jawa Barat,24.333107781525808,2,tmean_c,2023
169,0.00653810063178,0.494807261914,Cilawu,Garut,Jawa Barat,20.708838906782663,2,tmean_c,2023
220,0.0131496583772,0.641894318181,Cisewu,Garut,Jawa Barat,21.55452044691361,2,tmean_c,2023
223,0.0141322512659,0.665266503991,Cisompet,Garut,Jawa Barat,24.048057561531543,2,tmean_c,2023
224,0.00750923336275,0.439466170018,Cisurupan,Garut,Jawa Barat,18.42923828537703,2,tmean_c,2023
249,0.00245941913595,0.384481696202,Garut Kota,Garut,Jawa Barat,20.773627527933286,2,tmean_c,2023
299,0.0031484713815,0.298128997356,Kadungora,Garut,Jawa Barat,21.174803375062513,2,tmean_c,2023
314,0.00433984366237,0.307214204406,Karangpawitan,Garut,Jawa Barat,20.9257298184392,2,tmean_c,2023
317,0.00251785268648,0.225458478591,Karangtengah,Garut,Jawa Barat,20.87996433348883,2,tmean_c,2023
332,0.00199121169243,0.279712115836,Kersamanah,Garut,Jawa Barat,20.824191487240963,2,tmean_c,2023
356,0.00577596704376,0.469132088729,Leles,Garut,Jawa Barat,20.406603054130247,2,tmean_c,2023
365,0.00193521890584,0.331001480214,Leuwigoong,Garut,Jawa Barat,21.032554725856233,2,tmean_c,2023
381,0.00852173195363,0.49052935546,Malangbong,Garut,Jawa Barat,21.06843934647325,2,tmean_c,2023
396,0.00353988874243,0.333146337727,Mekarmukti,Garut,Jawa Barat,24.063447638920422,2,tmean_c,2023
420,0.0156765180059,0.80860228674,Pakenjeng,Garut,Jawa Barat,22.4944065187989,2,tmean_c,2023
428,0.00387713859664,0.3636260503,Pameungpeuk,Garut,Jawa Barat,25.293704219091524,2,tmean_c,2023
430,0.0104450021215,0.550010293389,Pamulihan,Garut,Jawa Barat,19.8205063960577,2,tmean_c,2023
438,0.00167772427629,0.334748194815,Pangatikan,Garut,Jawa Barat,20.92626967203051,2,tmean_c,2023
461,0.00451259005747,0.412668753736,Pasirwangi,Garut,Jawa Barat,17.843318779957148,2,tmean_c,2023
468,0.00456345295184,0.300907189797,Peundeuy,Garut,Jawa Barat,23.542238323011226,2,tmean_c,2023
506,0.0046456155587,0.434772276231,Samarang,Garut,Jawa Barat,18.88539995336575,2,tmean_c,2023
510,0.0029067808153,0.400490095756,Selaawi,Garut,Jawa Barat,21.64373455171464,2,tmean_c,2023
524,0.00431435996945,0.335034623681,Singajaya,Garut,Jawa Barat,22.00515870139713,2,tmean_c,2023
533,0.00258570591084,0.295153888781,Sucinaraja,Garut,Jawa Barat,20.942033191534065,2,tmean_c,2023
554,0.00267409968887,0.333443854312,Sukaresmi,Garut,Jawa Barat,18.08854878832622,2,tmean_c,2023
562,0.00303365528774,0.30755174976,Sukawening,Garut,Jawa Barat,20.929084104309347,2,tmean_c,2023
578,0.00895694247179,0.535401365841,Talegong,Garut,Jawa Barat,19.069653227222354,2,tmean_c,2023
597,0.00423073509134,0.296157460258,Tarogong Kaler,Garut,Jawa Barat,20.005214595794694,2,tmean_c,2023
598,0.00160665653325,0.256536759548,Tarogong Kidul,Garut,Jawa Barat,20.67415378661383,2,tmean_c,2023
621,0.00185013551746,0.317929292318,Wanaraja,Garut,Jawa Barat,20.934580886640557,2,tmean_c,2023
29,0.00994920128902,0.498717502599,Banjarwangi,Garut,Jawa Barat,21.113111184448883,3,tmean_c,2023
34,0.00387701787238,0.466619020777,Banyuresmi,Garut,Jawa Barat,21.283547239132723,3,tmean_c,2023
41,0.00377332165161,0.323563001001,Bayongbong,Garut,Jawa Barat,20.039198589784675,3,tmean_c,2023
69,0.0138913839324,0.896048780705,Bungbulang,Garut,Jawa Barat,22.64241106256674,3,tmean_c,2023
79,0.0093655059389,0.664791293249,Caringin,Garut,Jawa Barat,24.304165495367773,3,tmean_c,2023
93,0.0176866755796,0.734655704781,Cibalong,Garut,Jawa Barat,24.738320226560422,3,tmean_c,2023
96,0.0031259061506,0.356240171341,Cibatu,Garut,Jawa Barat,21.503382522708492,3,tmean_c,2023
110,0.00174291448018,0.226564261522,Cibiuk,Garut,Jawa Barat,21.57655128271501,3,tmean_c,2023
130,0.00272391026561,0.259079402271,Cigedug,Garut,Jawa Barat,19.605604178795716,3,tmean_c,2023
138,0.00447076701275,0.328957296726,Cihurip,Garut,Jawa Barat,22.54444569698727,3,tmean_c,2023
145,0.00877105191672,0.733471298424,Cikajang,Garut,Jawa Barat,20.63941879730115,3,tmean_c,2023
160,0.0144442726556,0.646888090051,Cikelet,Garut,Jawa Barat,24.32048325956496,3,tmean_c,2023
169,0.00653810063178,0.494807261914,Cilawu,Garut,Jawa Barat,21.08058795827626,3,tmean_c,2023
220,0.0131496583772,0.641894318181,Cisewu,Garut,Jawa Barat,21.844189262390167,3,tmean_c,2023
223,0.0141322512659,0.665266503991,Cisompet,Garut,Jawa Barat,24.136392201773045,3,tmean_c,2023
224,0.00750923336275,0.439466170018,Cisurupan,Garut,Jawa Barat,18.829846144631077,3,tmean_c,2023
249,0.00245941913595,0.384481696202,Garut Kota,Garut,Jawa Barat,21.226805527663185,3,tmean_c,2023
299,0.0031484713815,0.298128997356,Kadungora,Garut,Jawa Barat,21.75566141215531,3,tmean_c,2023
314,0.00433984366237,0.307214204406,Karangpawitan,Garut,Jawa Barat,21.362371208227213,3,tmean_c,2023
317,0.00251785268648,0.225458478591,Karangtengah,Garut,Jawa Barat,21.300227101643884,3,tmean_c,2023
332,0.00199121169243,0.279712115836,Kersamanah,Garut,Jawa Barat,21.31599069005902,3,tmean_c,2023
356,0.00577596704376,0.469132088729,Leles,Garut,Jawa Barat,20.941654973271067,3,tmean_c,2023
365,0.00193521890584,0.331001480214,Leuwigoong,Garut,Jawa Barat,21.5424985405603,3,tmean_c,2023
381,0.00852173195363,0.49052935546,Malangbong,Garut,Jawa Barat,21.577683457118734,3,tmean_c,2023
396,0.00353988874243,0.333146337727,Mekarmukti,Garut,Jawa Barat,24.059454567201726,3,tmean_c,2023
420,0.0156765180059,0.80860228674,Pakenjeng,Garut,Jawa Barat,22.576788948404428,3,tmean_c,2023
428,0.00387713859664,0.3636260503,Pameungpeuk,Garut,Jawa Barat,25.256250287127784,3,tmean_c,2023
430,0.0104450021215,0.550010293389,Pamulihan,Garut,Jawa Barat,20.12833051478441,3,tmean_c,2023
438,0.00167772427629,0.334748194815,Pangatikan,Garut,Jawa Barat,21.35217523882469,3,tmean_c,2023
461,0.00451259005747,0.412668753736,Pasirwangi,Garut,Jawa Barat,18.346873623538187,3,tmean_c,2023
468,0.00456345295184,0.300907189797,Peundeuy,Garut,Jawa Barat,23.757089480922403,3,tmean_c,2023
506,0.0046456155587,0.434772276231,Samarang,Garut,Jawa Barat,19.364153213166464,3,tmean_c,2023
510,0.0029067808153,0.400490095756,Selaawi,Garut,Jawa Barat,22.20892523787009,3,tmean_c,2023
524,0.00431435996945,0.335034623681,Singajaya,Garut,Jawa Barat,22.26463943340815,3,tmean_c,2023
533,0.00258570591084,0.295153888781,Sucinaraja,Garut,Jawa Barat,21.36985971105645,3,tmean_c,2023
554,0.00267409968887,0.333443854312,Sukaresmi,Garut,Jawa Barat,18.58567499063593,3,tmean_c,2023
562,0.00303365528774,0.30755174976,Sukawening,Garut,Jawa Barat,21.360973828874098,3,tmean_c,2023
578,0.00895694247179,0.535401365841,Talegong,Garut,Jawa Barat,19.507358307020652,3,tmean_c,2023
597,0.00423073509134,0.296157460258,Tarogong Kaler,Garut,Jawa Barat,20.47396718507176,3,tmean_c,2023
598,0.00160665653325,0.256536759548,Tarogong Kidul,Garut,Jawa Barat,21.138146603492032,3,tmean_c,2023
621,0.00185013551746,0.317929292318,Wanaraja,Garut,Jawa Barat,21.36149926344688,3,tmean_c,2023
29,0.00994920128902,0.498717502599,Banjarwangi,Garut,Jawa Barat,21.278778886404666,4,tmean_c,2023
34,0.00387701787238,0.466619020777,Banyuresmi,Garut,Jawa Barat,21.570366803204575,4,tmean_c,2023
41,0.00377332165161,0.323563001001,Bayongbong,Garut,Jawa Barat,20.335941300081597,4,tmean_c,2023
69,0.0138913839324,0.896048780705,Bungbulang,Garut,Jawa Barat,22.75880752693385,4,tmean_c,2023
79,0.0093655059389,0.664791293249,Caringin,Garut,Jawa Barat,24.401915034541393,4,tmean_c,2023
93,0.0176866755796,0.734655704781,Cibalong,Garut,Jawa Barat,24.796120263857254,4,tmean_c,2023
96,0.0031259061506,0.356240171341,Cibatu,Garut,Jawa Barat,21.845686572561984,4,tmean_c,2023
110,0.00174291448018,0.226564261522,Cibiuk,Garut,Jawa Barat,21.924769682042754,4,tmean_c,2023
130,0.00272391026561,0.259079402271,Cigedug,Garut,Jawa Barat,19.87350299443343,4,tmean_c,2023
138,0.00447076701275,0.328957296726,Cihurip,Garut,Jawa Barat,22.646003406174543,4,tmean_c,2023
145,0.00877105191672,0.733471298424,Cikajang,Garut,Jawa Barat,20.811944498577187,4,tmean_c,2023
160,0.0144442726556,0.646888090051,Cikelet,Garut,Jawa Barat,24.368337395440278,4,tmean_c,2023
169,0.00653810063178,0.494807261914,Cilawu,Garut,Jawa Barat,21.31310382854746,4,tmean_c,2023
220,0.0131496583772,0.641894318181,Cisewu,Garut,Jawa Barat,22.058465109931127,4,tmean_c,2023
223,0.0141322512659,0.665266503991,Cisompet,Garut,Jawa Barat,24.19883030589953,4,tmean_c,2023
224,0.00750923336275,0.439466170018,Cisurupan,Garut,Jawa Barat,19.148996050204484,4,tmean_c,2023
249,0.00245941913595,0.384481696202,Garut Kota,Garut,Jawa Barat,21.516424673574953,4,tmean_c,2023
299,0.0031484713815,0.298128997356,Kadungora,Garut,Jawa Barat,22.123967020904466,4,tmean_c,2023
314,0.00433984366237,0.307214204406,Karangpawitan,Garut,Jawa Barat,21.645301672962592,4,tmean_c,2023
317,0.00251785268648,0.225458478591,Karangtengah,Garut,Jawa Barat,21.565904744466195,4,tmean_c,2023
332,0.00199121169243,0.279712115836,Kersamanah,Garut,Jawa Barat,21.647015587832875,4,tmean_c,2023
356,0.00577596704376,0.469132088729,Leles,Garut,Jawa Barat,21.29500471056975,4,tmean_c,2023
365,0.00193521890584,0.331001480214,Leuwigoong,Garut,Jawa Barat,21.876502164473195,4,tmean_c,2023
381,0.00852173195363,0.49052935546,Malangbong,Garut,Jawa Barat,21.916220362406683,4,tmean_c,2023
396,0.00353988874243,0.333146337727,Mekarmukti,Garut,Jawa Barat,24.097293090820358,4,tmean_c,2023
420,0.0156765180059,0.80860228674,Pakenjeng,Garut,Jawa Barat,22.667011378614408,4,tmean_c,2023
428,0.00387713859664,0.3636260503,Pameungpeuk,Garut,Jawa Barat,25.297274102105064,4,tmean_c,2023
430,0.0104450021215,0.550010293389,Pamulihan,Garut,Jawa Barat,20.360552200616606,4,tmean_c,2023
438,0.00167772427629,0.334748194815,Pangatikan,Garut,Jawa Barat,21.62544928656686,4,tmean_c,2023
461,0.00451259005747,0.412668753736,Pasirwangi,Garut,Jawa Barat,18.74255020960741,4,tmean_c,2023
468,0.00456345295184,0.300907189797,Peundeuy,Garut,Jawa Barat,23.84632256168063,4,tmean_c,2023
506,0.0046456155587,0.434772276231,Samarang,Garut,Jawa Barat,19.722550809968,4,tmean_c,2023
510,0.0029067808153,0.400490095756,Selaawi,Garut,Jawa Barat,22.593529823380305,4,tmean_c,2023
524,0.00431435996945,0.335034623681,Singajaya,Garut,Jawa Barat,22.37927425323972,4,tmean_c,2023
533,0.00258570591084,0.295153888781,Sucinaraja,Garut,Jawa Barat,21.64571976898411,4,tmean_c,2023
554,0.00267409968887,0.333443854312,Sukaresmi,Garut,Jawa Barat,18.97258763139991,4,tmean_c,2023
562,0.00303365528774,0.30755174976,Sukawening,Garut,Jawa Barat,21.638459105509927,4,tmean_c,2023
578,0.00895694247179,0.535401365841,Talegong,Garut,Jawa Barat,19.80819298509724,4,tmean_c,2023
597,0.00423073509134,0.296157460258,Tarogong Kaler,Garut,Jawa Barat,20.792057156033007,4,tmean_c,2023
598,0.00160665653325,0.256536759548,Tarogong Kidul,Garut,Jawa Barat,21.43214009602866,4,tmean_c,2023
621,0.00185013551746,0.317929292318,Wanaraja,Garut,Jawa Barat,21.636136768482366,4,tmean_c,2023
29,0.00994920128902,0.498717502599,Banjarwangi,Garut,Jawa Barat,21.25055053810248,5,tmean_c,2023
34,0.00387701787238,0.466619020777,Banyuresmi,Garut,Jawa Barat,21.339694086710637,5,tmean_c,2023
41,0.00377332165161,0.323563001001,Bayongbong,Garut,Jawa Barat,20.299353039366363,5,tmean_c,2023
69,0.0138913839324,0.896048780705,Bungbulang,Garut,Jawa Barat,23.040323925890696,5,tmean_c,2023
79,0.0093655059389,0.664791293249,Caringin,Garut,Jawa Barat,24.674207994559072,5,tmean_c,2023
93,0.0176866755796,0.734655704781,Cibalong,Garut,Jawa Barat,24.952123320496813,5,tmean_c,2023
96,0.0031259061506,0.356240171341,Cibatu,Garut,Jawa Barat,21.685061419631708,5,tmean_c,2023
110,0.00174291448018,0.226564261522,Cibiuk,Garut,Jawa Barat,21.743837574687987,5,tmean_c,2023
130,0.00272391026561,0.259079402271,Cigedug,Garut,Jawa Barat,19.956873503174418,5,tmean_c,2023
138,0.00447076701275,0.328957296726,Cihurip,Garut,Jawa Barat,22.71669124605058,5,tmean_c,2023
145,0.00877105191672,0.733471298424,Cikajang,Garut,Jawa Barat,20.94489061535673,5,tmean_c,2023
160,0.0144442726556,0.646888090051,Cikelet,Garut,Jawa Barat,24.69604736427849,5,tmean_c,2023
169,0.00653810063178,0.494807261914,Cilawu,Garut,Jawa Barat,21.224294033518287,5,tmean_c,2023
220,0.0131496583772,0.641894318181,Cisewu,Garut,Jawa Barat,22.256696006815957,5,tmean_c,2023
223,0.0141322512659,0.665266503991,Cisompet,Garut,Jawa Barat,24.408361905390148,5,tmean_c,2023
224,0.00750923336275,0.439466170018,Cisurupan,Garut,Jawa Barat,19.270191685925408,5,tmean_c,2023
249,0.00245941913595,0.384481696202,Garut Kota,Garut,Jawa Barat,21.295910484560103,5,tmean_c,2023
299,0.0031484713815,0.298128997356,Kadungora,Garut,Jawa Barat,21.889448230674144,5,tmean_c,2023
314,0.00433984366237,0.307214204406,Karangpawitan,Garut,Jawa Barat,21.400517019494604,5,tmean_c,2023
317,0.00251785268648,0.225458478591,Karangtengah,Garut,Jawa Barat,21.355178902738885,5,tmean_c,2023
332,0.00199121169243,0.279712115836,Kersamanah,Garut,Jawa Barat,21.5461644780884,5,tmean_c,2023
356,0.00577596704376,0.469132088729,Leles,Garut,Jawa Barat,21.12489965269872,5,tmean_c,2023
365,0.00193521890584,0.331001480214,Leuwigoong,Garut,Jawa Barat,21.671436814131273,5,tmean_c,2023
381,0.00852173195363,0.49052935546,Malangbong,Garut,Jawa Barat,21.855340777556673,5,tmean_c,2023
396,0.00353988874243,0.333146337727,Mekarmukti,Garut,Jawa Barat,24.44862175808163,5,tmean_c,2023
420,0.0156765180059,0.80860228674,Pakenjeng,Garut,Jawa Barat,22.93915999119132,5,tmean_c,2023
428,0.00387713859664,0.3636260503,Pameungpeuk,Garut,Jawa Barat,25.65108521574291,5,tmean_c,2023
430,0.0104450021215,0.550010293389,Pamulihan,Garut,Jawa Barat,20.568179488820498,5,tmean_c,2023
438,0.00167772427629,0.334748194815,Pangatikan,Garut,Jawa Barat,21.393956572009703,5,tmean_c,2023
461,0.00451259005747,0.412668753736,Pasirwangi,Garut,Jawa Barat,18.79485799866168,5,tmean_c,2023
468,0.00456345295184,0.300907189797,Peundeuy,Garut,Jawa Barat,23.88413776472672,5,tmean_c,2023
506,0.0046456155587,0.434772276231,Samarang,Garut,Jawa Barat,19.681845878559386,5,tmean_c,2023
510,0.0029067808153,0.400490095756,Selaawi,Garut,Jawa Barat,22.655787368953433,5,tmean_c,2023
524,0.00431435996945,0.335034623681,Singajaya,Garut,Jawa Barat,22.297697958333426,5,tmean_c,2023
533,0.00258570591084,0.295153888781,Sucinaraja,Garut,Jawa Barat,21.407157480697634,5,tmean_c,2023
554,0.00267409968887,0.333443854312,Sukaresmi,Garut,Jawa Barat,19.003098091529562,5,tmean_c,2023
562,0.00303365528774,0.30755174976,Sukawening,Garut,Jawa Barat,21.413075829047322,5,tmean_c,2023
578,0.00895694247179,0.535401365841,Talegong,Garut,Jawa Barat,20.037893091344888,5,tmean_c,2023
597,0.00423073509134,0.296157460258,Tarogong Kaler,Garut,Jawa Barat,20.648839860321406,5,tmean_c,2023
598,0.00160665653325,0.256536759548,Tarogong Kidul,Garut,Jawa Barat,21.2274986061999,5,tmean_c,2023
621,0.00185013551746,0.317929292318,Wanaraja,Garut,Jawa Barat,21.400916666494204,5,tmean_c,2023
29,0.00994920128902,0.498717502599,Banjarwangi,Garut,Jawa Barat,20.891401233338485,6,tmean_c,2023
34,0.00387701787238,0.466619020777,Banyuresmi,Garut,Jawa Barat,21.128278611924937,6,tmean_c,2023
41,0.00377332165161,0.323563001001,Bayongbong,Garut,Jawa Barat,20.07708391679204,6,tmean_c,2023
69,0.0138913839324,0.896048780705,Bungbulang,Garut,Jawa Barat,22.569772824177313,6,tmean_c,2023
79,0.0093655059389,0.664791293249,Caringin,Garut,Jawa Barat,24.157626791118137,6,tmean_c,2023
93,0.0176866755796,0.734655704781,Cibalong,Garut,Jawa Barat,24.225786539502966,6,tmean_c,2023
96,0.0031259061506,0.356240171341,Cibatu,Garut,Jawa Barat,21.58759305866716,6,tmean_c,2023
110,0.00174291448018,0.226564261522,Cibiuk,Garut,Jawa Barat,21.660229601891213,6,tmean_c,2023
130,0.00272391026561,0.259079402271,Cigedug,Garut,Jawa Barat,19.68412415126588,6,tmean_c,2023
138,0.00447076701275,0.328957296726,Cihurip,Garut,Jawa Barat,22.207655983155497,6,tmean_c,2023
145,0.00877105191672,0.733471298424,Cikajang,Garut,Jawa Barat,20.577927153424167,6,tmean_c,2023
160,0.0144442726556,0.646888090051,Cikelet,Garut,Jawa Barat,24.00341204492872,6,tmean_c,2023
169,0.00653810063178,0.494807261914,Cilawu,Garut,Jawa Barat,20.936923191638506,6,tmean_c,2023
220,0.0131496583772,0.641894318181,Cisewu,Garut,Jawa Barat,21.858569261762856,6,tmean_c,2023
223,0.0141322512659,0.665266503991,Cisompet,Garut,Jawa Barat,23.732496636810268,6,tmean_c,2023
224,0.00750923336275,0.439466170018,Cisurupan,Garut,Jawa Barat,19.03529104072915,6,tmean_c,2023
249,0.00245941913595,0.384481696202,Garut Kota,Garut,Jawa Barat,21.09056854248049,6,tmean_c,2023
299,0.0031484713815,0.298128997356,Kadungora,Garut,Jawa Barat,21.8124276172156,6,tmean_c,2023
314,0.00433984366237,0.307214204406,Karangpawitan,Garut,Jawa Barat,21.18066436609868,6,tmean_c,2023
317,0.00251785268648,0.225458478591,Karangtengah,Garut,Jawa Barat,21.078084818522143,6,tmean_c,2023
332,0.00199121169243,0.279712115836,Kersamanah,Garut,Jawa Barat,21.417700809627423,6,tmean_c,2023
356,0.00577596704376,0.469132088729,Leles,Garut,Jawa Barat,21.0002449133169,6,tmean_c,2023
365,0.00193521890584,0.331001480214,Leuwigoong,Garut,Jawa Barat,21.553145527470814,6,tmean_c,2023
381,0.00852173195363,0.49052935546,Malangbong,Garut,Jawa Barat,21.75769785072912,6,tmean_c,2023
396,0.00353988874243,0.333146337727,Mekarmukti,Garut,Jawa Barat,23.873633321126306,6,tmean_c,2023
420,0.0156765180059,0.80860228674,Pakenjeng,Garut,Jawa Barat,22.44643363196928,6,tmean_c,2023
428,0.00387713859664,0.3636260503,Pameungpeuk,Garut,Jawa Barat,24.858442348904077,6,tmean_c,2023
430,0.0104450021215,0.550010293389,Pamulihan,Garut,Jawa Barat,20.244765021962053,6,tmean_c,2023
438,0.00167772427629,0.334748194815,Pangatikan,Garut,Jawa Barat,21.14324866400827,6,tmean_c,2023
461,0.00451259005747,0.412668753736,Pasirwangi,Garut,Jawa Barat,18.654296652118823,6,tmean_c,2023
468,0.00456345295184,0.300907189797,Peundeuy,Garut,Jawa Barat,23.26148582838509,6,tmean_c,2023
506,0.0046456155587,0.434772276231,Samarang,Garut,Jawa Barat,19.526690155730233,6,tmean_c,2023
510,0.0029067808153,0.400490095756,Selaawi,Garut,Jawa Barat,22.684081010914834,6,tmean_c,2023
524,0.00431435996945,0.335034623681,Singajaya,Garut,Jawa Barat,21.85378598006317,6,tmean_c,2023
533,0.00258570591084,0.295153888781,Sucinaraja,Garut,Jawa Barat,21.165432100769504,6,tmean_c,2023
554,0.00267409968887,0.333443854312,Sukaresmi,Garut,Jawa Barat,18.859435390262483,6,tmean_c,2023
562,0.00303365528774,0.30755174976,Sukawening,Garut,Jawa Barat,21.17069446666033,6,tmean_c,2023
578,0.00895694247179,0.535401365841,Talegong,Garut,Jawa Barat,19.77157507409239,6,tmean_c,2023
597,0.00423073509134,0.296157460258,Tarogong Kaler,Garut,Jawa Barat,20.468634609646287,6,tmean_c,2023
598,0.00160665653325,0.256536759548,Tarogong Kidul,Garut,Jawa Barat,21.031646558973534,6,tmean_c,2023
621,0.00185013551746,0.317929292318,Wanaraja,Garut,Jawa Barat,21.154944738839113,6,tmean_c,2023
29,0.00994920128902,0.498717502599,Banjarwangi,Garut,Jawa Barat,19.855056407563623,7,tmean_c,2023
34,0.00387701787238,0.466619020777,Banyuresmi,Garut,Jawa Barat,19.919895012694905,7,tmean_c,2023
41,0.00377332165161,0.323563001001,Bayongbong,Garut,Jawa Barat,19.0618856480266,7,tmean_c,2023
69,0.0138913839324,0.896048780705,Bungbulang,Garut,Jawa Barat,21.633570696268695,7,tmean_c,2023
79,0.0093655059389,0.664791293249,Caringin,Garut,Jawa Barat,23.229984851777917,7,tmean_c,2023
93,0.0176866755796,0.734655704781,Cibalong,Garut,Jawa Barat,23.21565631228765,7,tmean_c,2023
96,0.0031259061506,0.356240171341,Cibatu,Garut,Jawa Barat,20.601819611457447,7,tmean_c,2023
110,0.00174291448018,0.226564261522,Cibiuk,Garut,Jawa Barat,20.670552091218504,7,tmean_c,2023
130,0.00272391026561,0.259079402271,Cigedug,Garut,Jawa Barat,18.762389200341783,7,tmean_c,2023
138,0.00447076701275,0.328957296726,Cihurip,Garut,Jawa Barat,21.212174416212573,7,tmean_c,2023
145,0.00877105191672,0.733471298424,Cikajang,Garut,Jawa Barat,19.656225856548435,7,tmean_c,2023
160,0.0144442726556,0.646888090051,Cikelet,Garut,Jawa Barat,22.9563033592662,7,tmean_c,2023
169,0.00653810063178,0.494807261914,Cilawu,Garut,Jawa Barat,19.801444874395912,7,tmean_c,2023
220,0.0131496583772,0.641894318181,Cisewu,Garut,Jawa Barat,20.966420151085,7,tmean_c,2023
223,0.0141322512659,0.665266503991,Cisompet,Garut,Jawa Barat,22.716154895596784,7,tmean_c,2023
224,0.00750923336275,0.439466170018,Cisurupan,Garut,Jawa Barat,18.187890574410858,7,tmean_c,2023
249,0.00245941913595,0.384481696202,Garut Kota,Garut,Jawa Barat,19.89046848939741,7,tmean_c,2023
299,0.0031484713815,0.298128997356,Kadungora,Garut,Jawa Barat,20.80570775867618,7,tmean_c,2023
314,0.00433984366237,0.307214204406,Karangpawitan,Garut,Jawa Barat,19.960773500546033,7,tmean_c,2023
317,0.00251785268648,0.225458478591,Karangtengah,Garut,Jawa Barat,19.908420263310916,7,tmean_c,2023
332,0.00199121169243,0.279712115836,Kersamanah,Garut,Jawa Barat,20.457442582557544,7,tmean_c,2023
