OBJECTID,SHAPE_Area,SHAPE_Leng,WADMKC,WADMKK,WADMPR,mean,month,var,year
93,0.0176866755796,0.734655704781,Cibalong,Garut,Jawa Barat,24.048589727363172,7,tmean_c,2022
96,0.0031259061506,0.356240171341,Cibatu,Garut,Jawa Barat,21.35273092529625,7,tmean_c,2022
110,0.00174291448018,0.226564261522,Cibiuk,Garut,Jawa Barat,21.44746388526451,7,tmean_c,2022
130,0.00272391026561,0.259079402271,Cigedug,Garut,Jawa Barat,19.612019762428883,7,tmean_c,2022
138,0.00447076701275,0.328957296726,Cihurip,Garut,Jawa Barat,22.053496863430734,7,tmean_c,2022
145,0.00877105191672,0.733471298424,Cikajang,Garut,Jawa Barat,20.50751886591453,7,tmean_c,2022
160,0.0144442726556,0.646888090051,Cikelet,Garut,Jawa Barat,23.871790700643196,7,tmean_c,2022
169,0.00653810063178,0.494807261914,Cilawu,Garut,Jawa Barat,20.894341235647445,7,tmean_c,2022
220,0.0131496583772,0.641894318181,Cisewu,Garut,Jawa Barat,21.783284175011442,7,tmean_c,2022
223,0.0141322512659,0.665266503991,Cisompet,Garut,Jawa Barat,23.583177162581833,7,tmean_c,2022
224,0.00750923336275,0.439466170018,Cisurupan,Garut,Jawa Barat,18.974973124338774,7,tmean_c,2022
249,0.00245941913595,0.384481696202,Garut Kota,Garut,Jawa Barat,21.026651048831205,7,tmean_c,2022
299,0.0031484713815,0.298128997356,Kadungora,Garut,Jawa Barat,21.668624132953436,7,tmean_c,2022
314,0.00433984366237,0.307214204406,Karangpawitan,Garut,Jawa Barat,21.056157102916348,7,tmean_c,2022
317,0.00251785268648,0.225458478591,Karangtengah,Garut,Jawa Barat,20.850823420863037,7,tmean_c,2022
332,0.00199121169243,0.279712115836,Kersamanah,Garut,Jawa Barat,21.11894928546381,7,tmean_c,2022
356,0.00577596704376,0.469132088729,Leles,Garut,Jawa Barat,20.94802260123446,7,tmean_c,2022
365,0.00193521890584,0.331001480214,Leuwigoong,Garut,Jawa Barat,21.376357433204372,7,tmean_c,2022
381,0.00852173195363,0.49052935546,Malangbong,Garut,Jawa Barat,21.435890891160042,7,tmean_c,2022
396,0.00353988874243,0.333146337727,Mekarmukti,Garut,Jawa Barat,23.70369062936436,7,tmean_c,2022
420,0.0156765180059,0.80860228674,Pakenjeng,Garut,Jawa Barat,22.3106252914967,7,tmean_c,2022
428,0.00387713859664,0.3636260503,Pameungpeuk,Garut,Jawa Barat,24.722476331649318,7,tmean_c,2022
430,0.0104450021215,0.550010293389,Pamulihan,Garut,Jawa Barat,20.17346900676139,7,tmean_c,2022
438,0.00167772427629,0.334748194815,Pangatikan,Garut,Jawa Barat,20.95803396983817,7,tmean_c,2022
461,0.00451259005747,0.412668753736,Pasirwangi,Garut,Jawa Barat,18.629079873938945,7,tmean_c,2022
468,0.00456345295184,0.300907189797,Peundeuy,Garut,Jawa Barat,23.080150946962632,7,tmean_c,2022
506,0.0046456155587,0.434772276231,Samarang,Garut,Jawa Barat,19.528506069787195,7,tmean_c,2022
510,0.0029067808153,0.400490095756,Selaawi,Garut,Jawa Barat,22.355086645982155,7,tmean_c,2022
524,0.00431435996945,0.335034623681,Singajaya,Garut,Jawa Barat,21.650419298124174,7,tmean_c,2022
533,0.00258570591084,0.295153888781,Sucinaraja,Garut,Jawa Barat,20.994531177999917,7,tmean_c,2022
554,0.00267409968887,0.333443854312,Sukaresmi,Garut,Jawa Barat,18.8421239820896,7,tmean_c,2022
562,0.00303365528774,0.30755174976,Sukawening,Garut,Jawa Barat,20.97836388194392,7,tmean_c,2022
578,0.00895694247179,0.535401365841,Talegong,Garut,Jawa Barat,19.7770785557835,7,tmean_c,2022
597,0.00423073509134,0.296157460258,Tarogong Kaler,Garut,Jawa Barat,20.456087932791778,7,tmean_c,2022
598,0.00160665653325,0.256536759548,Tarogong Kidul,Garut,Jawa Barat,21.007354313840153,7,tmean_c,2022
621,0.00185013551746,0.317929292318,Wanaraja,Garut,Jawa Barat,20.977276888884987,7,tmean_c,2022
29,0.00994920128902,0.498717502599,Banjarwangi,Garut,Jawa Barat,20.497253292755172,8,tmean_c,2022
34,0.00387701787238,0.466619020777,Banyuresmi,Garut,Jawa Barat,20.95320902615896,8,tmean_c,2022
41,0.00377332165161,0.323563001001,Bayongbong,Garut,Jawa Barat,19.94954159644345,8,tmean_c,2022
69,0.0138913839324,0.896048780705,Bungbulang,Garut,Jawa Barat,22.16940014145711,8,tmean_c,2022
79,0.0093655059389,0.664791293249,Caringin,Garut,Jawa Barat,23.662987072578932,8,tmean_c,2022
93,0.0176866755796,0.734655704781,Cibalong,Garut,Jawa Barat,23.675920169182962,8,tmean_c,2022
96,0.0031259061506,0.356240171341,Cibatu,Garut,Jawa Barat,21.40537829352145,8,tmean_c,2022
110,0.00174291448018,0.226564261522,Cibiuk,Garut,Jawa Barat,21.534005867597948,8,tmean_c,2022
130,0.00272391026561,0.259079402271,Cigedug,Garut,Jawa Barat,19.458348183178202,8,tmean_c,2022
138,0.00447076701275,0.328957296726,Cihurip,Garut,Jawa Barat,21.73769291204069,8,tmean_c,2022
145,0.00877105191672,0.733471298424,Cikajang,Garut,Jawa Barat,20.272902665884235,8,tmean_c,2022
160,0.0144442726556,0.646888090051,Cikelet,Garut,Jawa Barat,23.48113838899744,8,tmean_c,2022
169,0.00653810063178,0.494807261914,Cilawu,Garut,Jawa Barat,20.73609251416067,8,tmean_c,2022
220,0.0131496583772,0.641894318181,Cisewu,Garut,Jawa Barat,21.534724971812278,8,tmean_c,2022
223,0.0141322512659,0.665266503991,Cisompet,Garut,Jawa Barat,23.215279910706624,8,tmean_c,2022
224,0.00750923336275,0.439466170018,Cisurupan,Garut,Jawa Barat,18.853103341500397,8,tmean_c,2022
249,0.00245941913595,0.384481696202,Garut Kota,Garut,Jawa Barat,20.952507861284403,8,tmean_c,2022
299,0.0031484713815,0.298128997356,Kadungora,Garut,Jawa Barat,21.782491940394763,8,tmean_c,2022
314,0.00433984366237,0.307214204406,Karangpawitan,Garut,Jawa Barat,20.954183064427642,8,tmean_c,2022
317,0.00251785268648,0.225458478591,Karangtengah,Garut,Jawa Barat,20.658509170368177,8,tmean_c,2022
332,0.00199121169243,0.279712115836,Kersamanah,Garut,Jawa Barat,21.087092190590567,8,tmean_c,2022
356,0.00577596704376,0.469132088729,Leles,Garut,Jawa Barat,20.98412905152287,8,tmean_c,2022
365,0.00193521890584,0.331001480214,Leuwigoong,Garut,Jawa Barat,21.417986359186727,8,tmean_c,2022
381,0.00852173195363,0.49052935546,Malangbong,Garut,Jawa Barat,21.463558018419157,8,tmean_c,2022
396,0.00353988874243,0.333146337727,Mekarmukti,Garut,Jawa Barat,23.37801521875525,8,tmean_c,2022
420,0.0156765180059,0.80860228674,Pakenjeng,Garut,Jawa Barat,22.016412026005575,8,tmean_c,2022
428,0.00387713859664,0.3636260503,Pameungpeuk,Garut,Jawa Barat,24.294395742108748,8,tmean_c,2022
430,0.0104450021215,0.550010293389,Pamulihan,Garut,Jawa Barat,19.973608742990823,8,tmean_c,2022
438,0.00167772427629,0.334748194815,Pangatikan,Garut,Jawa Barat,20.80660408594278,8,tmean_c,2022
461,0.00451259005747,0.412668753736,Pasirwangi,Garut,Jawa Barat,18.597029977272868,8,tmean_c,2022
468,0.00456345295184,0.300907189797,Peundeuy,Garut,Jawa Barat,22.734936320326447,8,tmean_c,2022
506,0.0046456155587,0.434772276231,Samarang,Garut,Jawa Barat,19.498230153432893,8,tmean_c,2022
510,0.0029067808153,0.400490095756,Selaawi,Garut,Jawa Barat,22.685291850368795,8,tmean_c,2022
524,0.00431435996945,0.335034623681,Singajaya,Garut,Jawa Barat,21.33314033113745,8,tmean_c,2022
533,0.00258570591084,0.295153888781,Sucinaraja,Garut,Jawa Barat,20.857019376351158,8,tmean_c,2022
554,0.00267409968887,0.333443854312,Sukaresmi,Garut,Jawa Barat,18.81110285108338,8,tmean_c,2022
562,0.00303365528774,0.30755174976,Sukawening,Garut,Jawa Barat,20.838354474648686,8,tmean_c,2022
578,0.00895694247179,0.535401365841,Talegong,Garut,Jawa Barat,19.610998948591533,8,tmean_c,2022
597,0.00423073509134,0.296157460258,Tarogong Kaler,Garut,Jawa Barat,20.410529007450254,8,tmean_c,2022
598,0.00160665653325,0.256536759548,Tarogong Kidul,Garut,Jawa Barat,20.951412291167912,8,tmean_c,2022
621,0.00185013551746,0.317929292318,Wanaraja,Garut,Jawa Barat,20.833185224635656,8,tmean_c,2022
29,0.00994920128902,0.498717502599,Banjarwangi,Garut,Jawa Barat,20.652269023649904,9,tmean_c,2022
34,0.00387701787238,0.466619020777,Banyuresmi,Garut,Jawa Barat,21.006116861696615,9,tmean_c,2022
41,0.00377332165161,0.323563001001,Bayongbong,Garut,Jawa Barat,19.877864412183524,9,tmean_c,2022
69,0.0138913839324,0.896048780705,Bungbulang,Garut,Jawa Barat,22.238602381100247,9,tmean_c,2022
79,0.0093655059389,0.664791293249,Caringin,Garut,Jawa Barat,23.768856423931375,9,tmean_c,2022
93,0.0176866755796,0.734655704781,Cibalong,Garut,Jawa Barat,23.862831842989845,9,tmean_c,2022
96,0.0031259061506,0.356240171341,Cibatu,Garut,Jawa Barat,21.586649268192186,9,tmean_c,2022
110,0.00174291448018,0.226564261522,Cibiuk,Garut,Jawa Barat,21.699807057349506,9,tmean_c,2022
130,0.00272391026561,0.259079402271,Cigedug,Garut,Jawa Barat,19.419186075478507,9,tmean_c,2022
138,0.00447076701275,0.328957296726,Cihurip,Garut,Jawa Barat,21.917792303665845,9,tmean_c,2022
145,0.00877105191672,0.733471298424,Cikajang,Garut,Jawa Barat,20.306006449816703,9,tmean_c,2022
160,0.0144442726556,0.646888090051,Cikelet,Garut,Jawa Barat,23.6729449115431,9,tmean_c,2022
169,0.00653810063178,0.494807261914,Cilawu,Garut,Jawa Barat,20.750126148118337,9,tmean_c,2022
220,0.0131496583772,0.641894318181,Cisewu,Garut,Jawa Barat,21.529741949505297,9,tmean_c,2022
223,0.0141322512659,0.665266503991,Cisompet,Garut,Jawa Barat,23.39626669944338,9,tmean_c,2022
224,0.00750923336275,0.439466170018,Cisurupan,Garut,Jawa Barat,18.746493536891542,9,tmean_c,2022
249,0.00245941913595,0.384481696202,Garut Kota,Garut,Jawa Barat,20.97440563484476,9,tmean_c,2022
299,0.0031484713815,0.298128997356,Kadungora,Garut,Jawa Barat,21.878874452817527,9,tmean_c,2022
314,0.00433984366237,0.307214204406,Karangpawitan,Garut,Jawa Barat,21.050169194637974,9,tmean_c,2022
317,0.00251785268648,0.225458478591,Karangtengah,Garut,Jawa Barat,20.8434223810832,9,tmean_c,2022
332,0.00199121169243,0.279712115836,Kersamanah,Garut,Jawa Barat,21.31126042953649,9,tmean_c,2022
356,0.00577596704376,0.469132088729,Leles,Garut,Jawa Barat,20.95319578401461,9,tmean_c,2022
365,0.00193521890584,0.331001480214,Leuwigoong,Garut,Jawa Barat,21.552231359414755,9,tmean_c,2022
381,0.00852173195363,0.49052935546,Malangbong,Garut,Jawa Barat,21.703707662835214,9,tmean_c,2022
396,0.00353988874243,0.333146337727,Mekarmukti,Garut,Jawa Barat,23.529153717888732,9,tmean_c,2022
420,0.0156765180059,0.80860228674,Pakenjeng,Garut,Jawa Barat,22.14054095393929,9,tmean_c,2022
428,0.00387713859664,0.3636260503,Pameungpeuk,Garut,Jawa Barat,24.500019603305418,9,tmean_c,2022
430,0.0104450021215,0.550010293389,Pamulihan,Garut,Jawa Barat,19.93131580519003,9,tmean_c,2022
438,0.00167772427629,0.334748194815,Pangatikan,Garut,Jawa Barat,20.95846279992,9,tmean_c,2022
461,0.00451259005747,0.412668753736,Pasirwangi,Garut,Jawa Barat,18.399101713802057,9,tmean_c,2022
468,0.00456345295184,0.300907189797,Peundeuy,Garut,Jawa Barat,22.92920123644717,9,tmean_c,2022
506,0.0046456155587,0.434772276231,Samarang,Garut,Jawa Barat,19.335004424456862,9,tmean_c,2022
510,0.0029067808153,0.400490095756,Selaawi,Garut,Jawa Barat,22.912661254189253,9,tmean_c,2022
524,0.00431435996945,0.335034623681,Singajaya,Garut,Jawa Barat,21.593785556409745,9,tmean_c,2022
533,0.00258570591084,0.295153888781,Sucinaraja,Garut,Jawa Barat,20.997625495694226,9,tmean_c,2022
554,0.00267409968887,0.333443854312,Sukaresmi,Garut,Jawa Barat,18.61969941655178,9,tmean_c,2022
562,0.00303365528774,0.30755174976,Sukawening,Garut,Jawa Barat,20.995304017779493,9,tmean_c,2022
578,0.00895694247179,0.535401365841,Talegong,Garut,Jawa Barat,19.423548859688037,9,tmean_c,2022
597,0.00423073509134,0.296157460258,Tarogong Kaler,Garut,Jawa Barat,20.330755619472942,9,tmean_c,2022
598,0.00160665653325,0.256536759548,Tarogong Kidul,Garut,Jawa Barat,20.924856842888744,9,tmean_c,2022
621,0.00185013551746,0.317929292318,Wanaraja,Garut,Jawa Barat,20.979111080224037,9,tmean_c,2022
29,0.00994920128902,0.498717502599,Banjarwangi,Garut,Jawa Barat,20.455434573809875,10,tmean_c,2022
34,0.00387701787238,0.466619020777,Banyuresmi,Garut,Jawa Barat,20.73058114246659,10,tmean_c,2022
41,0.00377332165161,0.323563001001,Bayongbong,Garut,Jawa Barat,19.59673340655631,10,tmean_c,2022
69,0.0138913839324,0.896048780705,Bungbulang,Garut,Jawa Barat,21.91953491223673,10,tmean_c,2022
79,0.0093655059389,0.664791293249,Caringin,Garut,Jawa Barat,23.466893491665253,10,tmean_c,2022
93,0.0176866755796,0.734655704781,Cibalong,Garut,Jawa Barat,23.705412166597778,10,tmean_c,2022
96,0.0031259061506,0.356240171341,Cibatu,Garut,Jawa Barat,21.1116190385978,10,tmean_c,2022
110,0.00174291448018,0.226564261522,Cibiuk,Garut,Jawa Barat,21.19370192057871,10,tmean_c,2022
130,0.00272391026561,0.259079402271,Cigedug,Garut,Jawa Barat,19.178561371880516,10,tmean_c,2022
138,0.00447076701275,0.328957296726,Cihurip,Garut,Jawa Barat,21.722657512827116,10,tmean_c,2022
145,0.00877105191672,0.733471298424,Cikajang,Garut,Jawa Barat,20.05543237193636,10,tmean_c,2022
160,0.0144442726556,0.646888090051,Cikelet,Garut,Jawa Barat,23.40069399325192,10,tmean_c,2022
169,0.00653810063178,0.494807261914,Cilawu,Garut,Jawa Barat,20.497630532481292,10,tmean_c,2022
220,0.0131496583772,0.641894318181,Cisewu,Garut,Jawa Barat,21.271641057537472,10,tmean_c,2022
223,0.0141322512659,0.665266503991,Cisompet,Garut,Jawa Barat,23.186846676099112,10,tmean_c,2022
224,0.00750923336275,0.439466170018,Cisurupan,Garut,Jawa Barat,18.500838629998423,10,tmean_c,2022
249,0.00245941913595,0.384481696202,Garut Kota,Garut,Jawa Barat,20.681831142466592,10,tmean_c,2022
299,0.0031484713815,0.298128997356,Kadungora,Garut,Jawa Barat,21.377753745090732,10,tmean_c,2022
314,0.00433984366237,0.307214204406,Karangpawitan,Garut,Jawa Barat,20.798303253658457,10,tmean_c,2022
317,0.00251785268648,0.225458478591,Karangtengah,Garut,Jawa Barat,20.704187073246146,10,tmean_c,2022
332,0.00199121169243,0.279712115836,Kersamanah,Garut,Jawa Barat,20.910613886834955,10,tmean_c,2022
356,0.00577596704376,0.469132088729,Leles,Garut,Jawa Barat,20.545883936314418,10,tmean_c,2022
365,0.00193521890584,0.331001480214,Leuwigoong,Garut,Jawa Barat,21.112722531224314,10,tmean_c,2022
381,0.00852173195363,0.49052935546,Malangbong,Garut,Jawa Barat,21.214518406138215,10,tmean_c,2022
396,0.00353988874243,0.333146337727,Mekarmukti,Garut,Jawa Barat,23.18181801662655,10,tmean_c,2022
420,0.0156765180059,0.80860228674,Pakenjeng,Garut,Jawa Barat,21.821949352764612,10,tmean_c,2022
428,0.00387713859664,0.3636260503,Pameungpeuk,Garut,Jawa Barat,24.265571376841592,10,tmean_c,2022
430,0.0104450021215,0.550010293389,Pamulihan,Garut,Jawa Barat,19.65547255753921,10,tmean_c,2022
438,0.00167772427629,0.334748194815,Pangatikan,Garut,Jawa Barat,20.76918098285637,10,tmean_c,2022
461,0.00451259005747,0.412668753736,Pasirwangi,Garut,Jawa Barat,18.11464073413437,10,tmean_c,2022
468,0.00456345295184,0.300907189797,Peundeuy,Garut,Jawa Barat,22.797409007122337,10,tmean_c,2022
506,0.0046456155587,0.434772276231,Samarang,Garut,Jawa Barat,19.023061450480025,10,tmean_c,2022
510,0.0029067808153,0.400490095756,Selaawi,Garut,Jawa Barat,22.040221752192895,10,tmean_c,2022
524,0.00431435996945,0.335034623681,Singajaya,Garut,Jawa Barat,21.443052094982548,10,tmean_c,2022
533,0.00258570591084,0.295153888781,Sucinaraja,Garut,Jawa Barat,20.791306569106656,10,tmean_c,2022
554,0.00267409968887,0.333443854312,Sukaresmi,Garut,Jawa Barat,18.327921251579347,10,tmean_c,2022
562,0.00303365528774,0.30755174976,Sukawening,Garut,Jawa Barat,20.790201970440947,10,tmean_c,2022
578,0.00895694247179,0.535401365841,Talegong,Garut,Jawa Barat,19.167284971715738,10,tmean_c,2022
597,0.00423073509134,0.296157460258,Tarogong Kaler,Garut,Jawa Barat,20.013179947227588,10,tmean_c,2022
598,0.00160665653325,0.256536759548,Tarogong Kidul,Garut,Jawa Barat,20.605659267466592,10,tmean_c,2022
621,0.00185013551746,0.317929292318,Wanaraja,Garut,Jawa Barat,20.780846556376147,10,tmean_c,2022
29,0.00994920128902,0.498717502599,Banjarwangi,Garut,Jawa Barat,20.809770904451792,11,tmean_c,2022
34,0.00387701787238,0.466619020777,Banyuresmi,Garut,Jawa Barat,21.10204161071779,11,tmean_c,2022
41,0.00377332165161,0.323563001001,Bayongbong,Garut,Jawa Barat,19.863185345002986,11,tmean_c,2022
69,0.0138913839324,0.896048780705,Bungbulang,Garut,Jawa Barat,22.173835780292197,11,tmean_c,2022
79,0.0093655059389,0.664791293249,Caringin,Garut,Jawa Barat,23.757392377500224,11,tmean_c,2022
93,0.0176866755796,0.734655704781,Cibalong,Garut,Jawa Barat,24.073618446439642,11,tmean_c,2022
96,0.0031259061506,0.356240171341,Cibatu,Garut,Jawa Barat,21.40399376827352,11,tmean_c,2022
110,0.00174291448018,0.226564261522,Cibiuk,Garut,Jawa Barat,21.48315335691366,11,tmean_c,2022
130,0.00272391026561,0.259079402271,Cigedug,Garut,Jawa Barat,19.423587646324428,11,tmean_c,2022
138,0.00447076701275,0.328957296726,Cihurip,Garut,Jawa Barat,22.090293392236685,11,tmean_c,2022
145,0.00877105191672,0.733471298424,Cikajang,Garut,Jawa Barat,20.340771996397187,11,tmean_c,2022
160,0.0144442726556,0.646888090051,Cikelet,Garut,Jawa Barat,23.738301010537956,11,tmean_c,2022
169,0.00653810063178,0.494807261914,Cilawu,Garut,Jawa Barat,20.84812864572478,11,tmean_c,2022
220,0.0131496583772,0.641894318181,Cisewu,Garut,Jawa Barat,21.45959924591915,11,tmean_c,2022
223,0.0141322512659,0.665266503991,Cisompet,Garut,Jawa Barat,23.542161748525622,11,tmean_c,2022
224,0.00750923336275,0.439466170018,Cisurupan,Garut,Jawa Barat,18.676578375535637,11,tmean_c,2022
249,0.00245941913595,0.384481696202,Garut Kota,Garut,Jawa Barat,21.041131888495578,11,tmean_c,2022
299,0.0031484713815,0.298128997356,Kadungora,Garut,Jawa Barat,21.634776211150317,11,tmean_c,2022
314,0.00433984366237,0.307214204406,Karangpawitan,Garut,Jawa Barat,21.186655661610065,11,tmean_c,2022
317,0.00251785268648,0.225458478591,Karangtengah,Garut,Jawa Barat,21.103555933634482,11,tmean_c,2022
332,0.00199121169243,0.279712115836,Kersamanah,Garut,Jawa Barat,21.201756444603536,11,tmean_c,2022
356,0.00577596704376,0.469132088729,Leles,Garut,Jawa Barat,20.797100646657597,11,tmean_c,2022
365,0.00193521890584,0.331001480214,Leuwigoong,Garut,Jawa Barat,21.422690343521495,11,tmean_c,2022
381,0.00852173195363,0.49052935546,Malangbong,Garut,Jawa Barat,21.472796960240892,11,tmean_c,2022
396,0.00353988874243,0.333146337727,Mekarmukti,Garut,Jawa Barat,23.487353134155285,11,tmean_c,2022
420,0.0156765180059,0.80860228674,Pakenjeng,Garut,Jawa Barat,22.11614718145592,11,tmean_c,2022
428,0.00387713859664,0.3636260503,Pameungpeuk,Garut,Jawa Barat,24.60872900221085,11,tmean_c,2022
430,0.0104450021215,0.550010293389,Pamulihan,Garut,Jawa Barat,19.842124042220135,11,tmean_c,2022
438,0.00167772427629,0.334748194815,Pangatikan,Garut,Jawa Barat,21.167515352037242,11,tmean_c,2022
461,0.00451259005747,0.412668753736,Pasirwangi,Garut,Jawa Barat,18.24665184401992,11,tmean_c,2022
468,0.00456345295184,0.300907189797,Peundeuy,Garut,Jawa Barat,23.19261155840996,11,tmean_c,2022
506,0.0046456155587,0.434772276231,Samarang,Garut,Jawa Barat,19.22986383633464,11,tmean_c,2022
510,0.0029067808153,0.400490095756,Selaawi,Garut,Jawa Barat,22.167519790957684,11,tmean_c,2022
524,0.00431435996945,0.335034623681,Singajaya,Garut,Jawa Barat,21.850858018259544,11,tmean_c,2022
533,0.00258570591084,0.295153888781,Sucinaraja,Garut,Jawa Barat,21.189288771067968,11,tmean_c,2022
554,0.00267409968887,0.333443854312,Sukaresmi,Garut,Jawa Barat,18.4774238107113,11,tmean_c,2022
562,0.00303365528774,0.30755174976,Sukawening,Garut,Jawa Barat,21.181216505204148,11,tmean_c,2022
578,0.00895694247179,0.535401365841,Talegong,Garut,Jawa Barat,19.279479761126776,11,tmean_c,2022
597,0.00423073509134,0.296157460258,Tarogong Kaler,Garut,Jawa Barat,20.30341677347821,11,tmean_c,2022
598,0.00160665653325,0.256536759548,Tarogong Kidul,Garut,Jawa Barat,20.945960447523362,11,tmean_c,2022
621,0.00185013551746,0.317929292318,Wanaraja,Garut,Jawa Barat,21.17899524764799,11,tmean_c,2022
29,0.00994920128902,0.498717502599,Banjarwangi,Garut,Jawa Barat,20.868906124959125,12,tmean_c,2022
34,0.00387701787238,0.466619020777,Banyuresmi,Garut,Jawa Barat,20.955655587582644,12,tmean_c,2022
41,0.00377332165161,0.323563001001,Bayongbong,Garut,Jawa Barat,19.7655507462176,12,tmean_c,2022
69,0.0138913839324,0.896048780705,Bungbulang,Garut,Jawa Barat,22.436431290105784,12,tmean_c,2022
79,0.0093655059389,0.664791293249,Caringin,Garut,Jawa Barat,24.1231171638735,12,tmean_c,2022
93,0.0176866755796,0.734655704781,Cibalong,Garut,Jawa Barat,24.45482434258946,12,tmean_c,2022
96,0.0031259061506,0.356240171341,Cibatu,Garut,Jawa Barat,21.180534713964374,12,tmean_c,2022
110,0.00174291448018,0.226564261522,Cibiuk,Garut,Jawa Barat,21.257379382023128,12,tmean_c,2022
130,0.00272391026561,0.259079402271,Cigedug,Garut,Jawa Barat,19.369576726082634,12,tmean_c,2022
138,0.00447076701275,0.328957296726,Cihurip,Garut,Jawa Barat,22.305815440530605,12,tmean_c,2022
145,0.00877105191672,0.733471298424,Cikajang,Garut,Jawa Barat,20.426395673494113,12,tmean_c,2022
160,0.0144442726556,0.646888090051,Cikelet,Garut,Jawa Barat,24.077253601023173,12,tmean_c,2022
169,0.00653810063178,0.494807261914,Cilawu,Garut,Jawa Barat,20.78667874913216,12,tmean_c,2022
220,0.0131496583772,0.641894318181,Cisewu,Garut,Jawa Barat,21.636019027874063,12,tmean_c,2022
223,0.0141322512659,0.665266503991,Cisompet,Garut,Jawa Barat,23.879052776755493,12,tmean_c,2022
224,0.00750923336275,0.439466170018,Cisurupan,Garut,Jawa Barat,18.60272852709285,12,tmean_c,2022
249,0.00245941913595,0.384481696202,Garut Kota,Garut,Jawa Barat,20.899329422708092,12,tmean_c,2022
299,0.0031484713815,0.298128997356,Kadungora,Garut,Jawa Barat,21.42044816008311,12,tmean_c,2022
314,0.00433984366237,0.307214204406,Karangpawitan,Garut,Jawa Barat,21.033902291185633,12,tmean_c,2022
317,0.00251785268648,0.225458478591,Karangtengah,Garut,Jawa Barat,20.947187985656115,12,tmean_c,2022
332,0.00199121169243,0.279712115836,Kersamanah,Garut,Jawa Barat,20.981499954349367,12,tmean_c,2022
356,0.00577596704376,0.469132088729,Leles,Garut,Jawa Barat,20.62427835815676,12,tmean_c,2022
365,0.00193521890584,0.331001480214,Leuwigoong,Garut,Jawa Barat,21.2184724491276,12,tmean_c,2022
381,0.00852173195363,0.49052935546,Malangbong,Garut,Jawa Barat,21.243819082245082,12,tmean_c,2022
396,0.00353988874243,0.333146337727,Mekarmukti,Garut,Jawa Barat,23.85848618374081,12,tmean_c,2022
420,0.0156765180059,0.80860228674,Pakenjeng,Garut,Jawa Barat,22.371265196365044,12,tmean_c,2022
428,0.00387713859664,0.3636260503,Pameungpeuk,Garut,Jawa Barat,24.989106668451825,12,tmean_c,2022
430,0.0104450021215,0.550010293389,Pamulihan,Garut,Jawa Barat,19.91497685888663,12,tmean_c,2022
438,0.00167772427629,0.334748194815,Pangatikan,Garut,Jawa Barat,21.011268336798597,12,tmean_c,2022
461,0.00451259005747,0.412668753736,Pasirwangi,Garut,Jawa Barat,18.100241002959336,12,tmean_c,2022
468,0.00456345295184,0.300907189797,Peundeuy,Garut,Jawa Barat,23.491335074000794,12,tmean_c,2022
506,0.0046456155587,0.434772276231,Samarang,Garut,Jawa Barat,19.091096528205057,12,tmean_c,2022
510,0.0029067808153,0.400490095756,Selaawi,Garut,Jawa Barat,21.903717017150488,12,tmean_c,2022
524,0.00431435996945,0.335034623681,Singajaya,Garut,Jawa Barat,22.00008148021477,12,tmean_c,2022
533,0.00258570591084,0.295153888781,Sucinaraja,Garut,Jawa Barat,21.033082924421564,12,tmean_c,2022
554,0.00267409968887,0.333443854312,Sukaresmi,Garut,Jawa Barat,18.3330031871748,12,tmean_c,2022
562,0.00303365528774,0.30755174976,Sukawening,Garut,Jawa Barat,21.02013606381588,12,tmean_c,2022
578,0.00895694247179,0.535401365841,Talegong,Garut,Jawa Barat,19.271966738333024,12,tmean_c,2022
597,0.00423073509134,0.296157460258,Tarogong Kaler,Garut,Jawa Barat,20.167478696761624,12,tmean_c,2022
598,0.00160665653325,0.256536759548,Tarogong Kidul,Garut,Jawa Barat,20.811319790091602,12,tmean_c,2022
621,0.00185013551746,0.317929292318,Wanaraja,Garut,Jawa Barat,21.022769938285705,12,tmean_c,2022
29,0.00994920128902,0.498717502599,Banjarwangi,Garut,Jawa Barat,20.96682460009886,1,tmean_c,2023
34,0.00387701787238,0.466619020777,Banyuresmi,Garut,Jawa Barat,21.18349751052039,1,tmean_c,2023
41,0.00377332165161,0.323563001001,Bayongbong,Garut,Jawa Barat,19.91223781007197,1,tmean_c,2023
69,0.0138913839324,0.896048780705,Bungbulang,Garut,Jawa Barat,22.343717552412503,1,tmean_c,2023
79,0.0093655059389,0.664791293249,Caringin,Garut,Jawa Barat,23.92187597486708,1,tmean_c,2023
93,0.0176866755796,0.734655704781,Cibalong,Garut,Jawa Barat,24.41846945970339,1,tmean_c,2023
96,0.0031259061506,0.356240171341,Cibatu,Garut,Jawa Barat,21.405207159349676,1,tmean_c,2023
110,0.00174291448018,0.226564261522,Cibiuk,Garut,Jawa Barat,21.481745609281063,1,tmean_c,2023
130,0.00272391026561,0.259079402271,Cigedug,Garut,Jawa Barat,19.473684222375624,1,tmean_c,2023
138,0.00447076701275,0.328957296726,Cihurip,Garut,Jawa Barat,22.312457630109332,1,tmean_c,2023
145,0.00877105191672,0.733471298424,Cikajang,Garut,Jawa Barat,20.459357009845846,1,tmean_c,2023
160,0.0144442726556,0.646888090051,Cikelet,Garut,Jawa Barat,24.05119155602313,1,tmean_c,2023
169,0.00653810063178,0.494807261914,Cilawu,Garut,Jawa Barat,20.949617359048396,1,tmean_c,2023
